Timestamp;Primary background;How many years of professional experience do you have in model-driven software engineering?;Your current role at your company;Location of your company unit (country and city);Company size (number of employees);Primary sector of your company;What is the primary application domain of the project? Please state only one domain. (Examples: finance, networking, tourism, Internet of Things, etc.);On average, how many users were collaborating on the same models?;"Which modeling platforms have been used during the project? Please, use the ""Other"" option to list every platform other than the ones mentioned.";What is the approximate overall duration of the project (in months)?;Can you provide a rough estimation of the size of the software system being developed?;What is the average size of the models on which collaboration is happening?;Models and languages [Collaboration at the model level];Models and languages [Collaboration at the metamodel level];Models and languages [Multi-view modeling (e.g., different views for different stakeholders)];Models and languages [Use of general-purpose modeling languages (e.g., UML, CAD)];Models and languages [Use of domain-specific languages];Models and languages [Import of an external language into the modeling environment];Model manipulation [Model validation];Model manipulation [Model execution];Model manipulation [Model debugging];Model manipulation [Model browsing/search];Model manipulation [Model testing (by defining the test cases in the models)];Model manipulation [Lazy loading of the models/workspace];Model manipulation [Round-trip engineering (from model to code and back)];Model manipulation [Code generation];Model manipulation [Model transformations];Model manipulation [Integration with build/DevOps tools (e.g., cmake, Jenkins)];Model manipulation [Database integration];Model manipulation [Metrics of model complexity];Model manipulation [Natural Language Processing (for model building)];Editors and modeling environments [Visual editors];Editors and modeling environments [Textual editors];Editors and modeling environments [Tabular editors];Editors and modeling environments [Tree-based editors];Editors and modeling environments [Sketch-based editors];Editors and modeling environments [Editors supporting multiple types of notations (e.g., textual and graphical at the same time).];Editors and modeling environments [Projectional editing]-current;Editors and modeling environments [Desktop-based modeling environment];Editors and modeling environments [Web-based modeling environment];Editors and modeling environments [Mobile-based modeling environment];Have you encountered any other means of model management in addition to those listed above?;Models and languages [Collaboration at the model level].1;Models and languages [Collaboration at the metamodel level].1;Models and languages [Multi-view modeling (e.g., different views for different stakeholders)].1;Models and languages [Use of general-purpose modeling languages (e.g., UML, CAD)].1;Models and languages [use of domain-specific languages];Models and languages [Import of an external language into the modeling environment].1;Model manipulation [Model validation].1;Model manipulation [Model execution].1;Model manipulation [Model debugging].1;Model manipulation [Model browsing/search].1;Model manipulation [Model testing (by defining the test cases in the models)].1;Model manipulation [Lazy loading of the models/workspace].1;Model manipulation [Round-trip engineering (from model to code and back)].1;Model manipulation [Code generation].1;Model manipulation [Model transformations].1;Model manipulation [Integration with build/DevOps tools (e.g., cmake, Jenkins)].1;Model manipulation [Database integration].1;Model manipulation [Metrics of model complexity].1;Model manipulation [Natural Language Processing (for model building)].1;Editors and modeling environments [Visual editors].1;Editors and modeling environments [Textual editors].1;Editors and modeling environments [Tabular editors].1;Editors and modeling environments [Tree-based editors].1;Editors and modeling environments [Sketch-based editors].1;Editors and modeling environments [Editors supporting multiple types of notations (e.g., textual and graphical at the same time).].1;Editors and modeling environments [Projectional editing]-need;Editors and modeling environments [Desktop-based modeling environment].1;Editors and modeling environments [Web-based modeling environment].1;Editors and modeling environments [Mobile-based modeling environment].1;From your experience, do you need any other model management techniques/tools in addition to those listed in the previous question?;Stakeholder management & access control [Role-based access control];Stakeholder management & access control [Authentication and authorization from corporate database (e.g., LDAP, AD)];Stakeholder management & access control [Anonymous access];Stakeholder management & access control [User identification];Stakeholder management & access control [User presence visualization];Collaboration dynamics [Real-time collaboration];Collaboration dynamics [Offline (non-Real-time) collaboration];Collaboration dynamics [Human-Machine collaboration];Versioning [Model differencing];Versioning [Model differencing based on the modeling language, not on the file contents (XML)];Versioning [Internal versioning support];Versioning [External version control (e.g., Git, SVN)];Versioning [Model merging];Versioning [Version branching];Versioning [Undo-redo support during collaboration];Versioning [History];Conflicts and consistency [Locking];Conflicts and consistency [Prevention of conflicts];Conflicts and consistency [Conflict awareness features (e.g., warnings, prompt actions)];Conflicts and consistency [Automation of conflict resolution];Conflicts and consistency [Manual conflict resolution];Conflicts and consistency [Metrics of degree of conflict/inconsistency];Conflicts and consistency [Eventual consistency];Conflicts and consistency [Push notifications on conflicts];Network architecture & robustness [P2P (serverless) network architecture];Network architecture & robustness [Cloud-based network architecture];Network architecture & robustness [Failure recovery];Have you encountered any other means of collaboration in addition to those listed above?;Stakeholder management & access control [Role-based access control].1;Stakeholder management & access control [Authentication and authorization from corporate database (e.g., LDAP, AD)].1;Stakeholder management & access control [Anonymous access].1;Stakeholder management & access control [User identification].1;Stakeholder management & access control [User presence visualization].1;Collaboration dynamics [Real-time collaboration].1;Collaboration dynamics [Offline (non-Real-time) collaboration].1;Collaboration dynamics [Human-Machine collaboration].1;Versioning [Model differencing].1;Versioning [Model differencing based on the modeling language, not on the file contents (XML)].1;Versioning [Internal versioning support].1;Versioning [External version control (e.g., Git, SVN)].1;Versioning [Model merging].1;Versioning [Version branching].1;Versioning [Undo-redo support during collaboration].1;Versioning [History].1;Conflicts and consistency [Locking].1;Conflicts and consistency [Prevention of conflicts].1;Conflicts and consistency [Conflict awareness features (e.g., warnings, prompt actions)].1;Conflicts and consistency [Automation of conflict resolution].1;Conflicts and consistency [Manual conflict resolution].1;Conflicts and consistency [Metrics of degree of conflict/inconsistency].1;Conflicts and consistency [Eventual consistency].1;Conflicts and consistency [Push notifications on conflicts].1;Network architecture & robustness [P2P (serverless) network architecture].1;Network architecture & robustness [Cloud-based network architecture].1;Network architecture & robustness [Failure recovery].1;From your experience, do you need any other collaboration techniques/tools in addition to those listed in the previous question?;Synchronous communication  [Chat];Synchronous communication  [Audio];Synchronous communication  [Voice];Synchronous communication  [Hand gestures];Synchronous communication  [Face-to-face];Synchronous communication  [Change review sessions];Synchronous communication  [Screen sharing];Asynchronous communication  [Email];Asynchronous communication  [Wiki];Asynchronous communication  [Forum];Asynchronous communication  [Proposals];Asynchronous communication  [Voting];Asynchronous communication  [Annotations];Asynchronous communication  [Comments];Asynchronous communication  [Feedback];Asynchronous communication  [Reviews];Asynchronous communication  [Call-For-Attention];Asynchronous communication  [Sticky notes];Asynchronous communication  [Tags];Asynchronous communication  [Conflicts table];Asynchronous communication  [Multimedia annotations];Asynchronous communication  [Commit messages];Asynchronous communication  [Integrated professional-social networking];Integration [Communication means built into the modeling tools];Integration [Communication means NOT built into the modeling tools (e.g., an external teleconferencing tool, or a stand-alone messaging app)];Have you encountered any other means of communication in addition to those listed above?;Synchronous communication [Chat];Synchronous communication [Audio];Synchronous communication [Voice];Synchronous communication [Hand gestures];Synchronous communication [Face-to-face];Synchronous communication [Change review sessions];Synchronous communication [Screen sharing];Asynchronous communication [Email];Asynchronous communication [Wiki];Asynchronous communication [Forum];Asynchronous communication [Proposals];Asynchronous communication [Voting];Asynchronous communication [Annotations];Asynchronous communication [Comments];Asynchronous communication [Feedback];Asynchronous communication [Reviews];Asynchronous communication [Call-For-Attention];Asynchronous communication [Sticky notes];Asynchronous communication [Tags];Asynchronous communication [Conflicts table];Asynchronous communication [Multimedia annotations];Asynchronous communication [Commit messages];Asynchronous communication [Integrated professional-social networking];Integration [Communication means built into the modeling tools].1;Integration [Communication means NOT built into the modeling tools (e.g., an external teleconferencing tool, or a stand-alone messaging app)].1;From your experience, do you need any other communication techniques/tools in addition to those listed in the previous question?
2021-06-07 10:42:15.029;Technical (STEM);15;Project Manager;France;500+;Consulting;Finance;10;Modelio;13-24;1million line of code ;large (1000 elements and more);always;sometimes;often;sometimes;often;always;often;rarely;often;always;sometimes;always;always;always;sometimes;always;rarely;rarely;sometimes;always;never;sometimes;often;never;often;always;always;rarely;never;;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;probably useful;neutral;probably useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;neutral;probably not useful;definitely useful;definitely useful;neutral;probably useful;probably useful;neutral;definitely useful;probably useful;definitely useful;probably useful;definitely not useful;;often;often;rarely;often;rarely;rarely;often;sometimes;rarely;often;sometimes;always;sometimes;often;always;always;often;rarely;rarely;often;sometimes;I don't know.;I don't know.;often;never;always;often;;probably useful;definitely useful;probably not useful;definitely useful;neutral;definitely useful;definitely useful;definitely useful;probably useful;probably useful;probably useful;definitely useful;definitely useful;probably useful;probably useful;probably useful;definitely useful;definitely useful;neutral;probably useful;probably useful;probably not useful;probably not useful;probably not useful;definitely not useful;definitely useful;probably useful;;often;always;I don't know.;never;often;sometimes;often;rarely;sometimes;rarely;I don't know.;rarely;often;often;often;often;rarely;rarely;sometimes;rarely;never;always;never;sometimes;often;;probably useful;definitely useful;probably useful;definitely not useful;probably useful;probably useful;definitely useful;probably not useful;probably useful;probably not useful;neutral;neutral;probably useful;probably useful;probably useful;definitely useful;neutral;neutral;probably useful;neutral;probably not useful;definitely useful;definitely not useful;definitely useful;definitely useful;
2021-06-07 21:29:27.585;Technical (STEM);15;Software architect;Gothenburg, sweden;500+;Telecom.;Networking;5;Rational Rhapsody;61+;3M LoC;small (less than 100 elements);always;often;often;always;always;rarely;always;always;rarely;always;rarely;always;rarely;always;rarely;always;rarely;rarely;never;always;often;sometimes;never;often;always;never;always;never;never;;probably useful;probably useful;probably useful;probably not useful;definitely useful;definitely not useful;probably useful;probably useful;probably not useful;probably useful;definitely not useful;probably useful;definitely not useful;probably useful;probably not useful;probably not useful;probably useful;definitely not useful;definitely not useful;probably useful;definitely useful;definitely not useful;definitely not useful;definitely useful;probably useful;definitely not useful;probably useful;probably useful;definitely not useful;;rarely;always;never;I don't know.;never;sometimes;always;never;always;always;never;always;always;always;always;always;never;never;never;sometimes;always;never;never;never;often;always;always;;probably useful;definitely useful;definitely useful;I don't know.;definitely not useful;definitely useful;definitely useful;I don't know.;definitely useful;definitely useful;definitely not useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably not useful;probably not useful;definitely not useful;definitely useful;definitely useful;definitely not useful;definitely not useful;definitely not useful;definitely useful;definitely useful;definitely useful;;always;always;always;never;always;always;always;always;often;rarely;rarely;rarely;always;always;always;always;never;never;never;never;never;always;often;never;always;;definitely useful;definitely useful;definitely useful;definitely not useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably not useful;probably not useful;probably not useful;probably not useful;definitely useful;definitely useful;definitely useful;definitely not useful;definitely not useful;definitely not useful;definitely not useful;definitely not useful;definitely useful;definitely not useful;definitely not useful;definitely useful;
2021-06-08 04:46:15.763;Technical (STEM);21;Software Systems Architect;Los Angeles, California, USA;500+;Aerospace and Defense;Model Based Systems Engineering;40;Eclipse, openCAESAR, Modelica, MagicDraw;61+;100s of components;large (1000 elements and more);always;often;always;sometimes;always;often;always;often;sometimes;always;sometimes;always;often;often;always;always;always;always;rarely;always;always;always;always;sometimes;often;always;always;often;never;Model compare and merge;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;Yes, model (consistency, correctness, completeness) analysis frameworks;always;always;always;always;always;sometimes;always;sometimes;always;always;always;always;always;always;always;always;sometimes;always;always;always;always;always;always;always;rarely;sometimes;always;;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;definitely useful;definitely useful;;always;always;always;always;always;always;always;always;always;always;always;always;always;always;always;always;always;always;always;sometimes;always;always;always;rarely;always;;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;
2021-06-08 08:10:04.969;Technical (STEM);12;CEO;Italy, Turin;1-9;Consulting;Healthcare;3;Jetbrains MPS;37-48;;large (1000 elements and more);often;rarely;rarely;never;always;sometimes;always;always;often;often;always;rarely;never;sometimes;always;always;rarely;sometimes;never;sometimes;rarely;often;often;never;always;always;always;often;never;;definitely useful;probably useful;definitely useful;definitely not useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely not useful;definitely not useful;probably useful;definitely useful;definitely useful;probably not useful;neutral;probably useful;probably useful;probably useful;definitely useful;definitely useful;probably not useful;definitely useful;definitely useful;probably useful;definitely useful;probably not useful;;often;often;sometimes;often;I don't know.;often;always;never;often;often;I don't know.;always;often;often;often;sometimes;never;never;never;often;always;never;never;never;never;I don't know.;I don't know.;;definitely useful;probably useful;probably not useful;probably useful;I don't know.;definitely useful;definitely useful;I don't know.;definitely useful;definitely useful;I don't know.;probably useful;definitely useful;definitely useful;definitely useful;probably useful;probably not useful;probably not useful;probably not useful;definitely useful;definitely useful;probably not useful;probably not useful;probably not useful;definitely not useful;definitely not useful;probably not useful;;always;never;never;never;never;never;sometimes;sometimes;sometimes;never;never;never;never;never;sometimes;never;never;never;never;never;never;never;never;never;always;;definitely useful;definitely not useful;definitely not useful;definitely not useful;probably not useful;definitely not useful;definitely useful;definitely useful;probably useful;probably not useful;definitely not useful;definitely not useful;definitely not useful;probably useful;I don't know.;definitely not useful;definitely not useful;definitely not useful;definitely not useful;definitely not useful;definitely not useful;definitely not useful;definitely not useful;probably not useful;definitely useful;
2021-06-08 08:31:29.625;Technical (STEM);25;Consultant;Several, EU mainly;10-24;Software development;automotive;over 10;MetaEdit+;4-12;ADAS system;large (1000 elements and more);always;often;always;rarely;always;sometimes;always;often;sometimes;always;never;always;rarely;always;always;often;never;rarely;never;always;often;sometimes;always;never;sometimes;rarely;always;never;never;version management via Git so that integrated with the rest, + MetaEdit+ has inbuilt feature for model change history;definitely useful;definitely useful;definitely useful;neutral;definitely useful;probably useful;definitely useful;probably useful;probably useful;definitely useful;neutral;definitely useful;probably not useful;definitely useful;definitely useful;definitely useful;neutral;probably useful;neutral;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;probably not useful;definitely useful;probably useful;neutral;management of model and metamodel co-evolution;always;sometimes;sometimes;always;often;always;rarely;sometimes;always;always;rarely;always;always;rarely;always;always;always;always;often;always;rarely;never;never;rarely;never;rarely;always;;definitely useful;probably useful;probably useful;definitely useful;probably useful;definitely useful;neutral;probably useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;neutral;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;probably useful;I don't know.;probably useful;I don't know.;definitely useful;definitely useful;;often;I don't know.;often;never;often;sometimes;often;often;I don't know.;often;sometimes;never;often;often;often;sometimes;never;never;never;never;never;always;never;sometimes;often;;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;probably useful;definitely useful;I don't know.;definitely useful;I don't know.;I don't know.;probably useful;probably useful;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;I don't know.;probably useful;probably useful;
2021-06-08 09:15:31.194;Business;18;CTO;Budapest, Hungary;500+;automotive;automotive;15;Enterprise Architect + home-grown AUTOSAR tool;25-36;1M LOC (embededded C), or 200 AUTOSAR SW Components;medium (between 100 and 999 elements);often;never;sometimes;always;always;never;often;rarely;never;always;rarely;often;never;always;rarely;always;always;always;never;always;rarely;always;always;never;never;never;always;never;never;;definitely useful;neutral;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;definitely useful;definitely useful;definitely useful;definitely useful;I don't know.;definitely useful;definitely useful;definitely useful;probably useful;neutral;;always;always;rarely;always;rarely;rarely;always;rarely;sometimes;never;never;always;rarely;always;never;never;always;always;never;never;always;never;never;never;never;never;never;;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;probably useful;;always;always;always;never;sometimes;often;sometimes;always;always;sometimes;sometimes;never;sometimes;sometimes;never;always;rarely;rarely;rarely;never;never;often;never;never;always;;definitely useful;definitely useful;definitely useful;neutral;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;definitely useful;probably useful;probably useful;neutral;definitely useful;definitely useful;definitely useful;definitely useful;
2021-06-08 10:21:13.942;Technical (STEM);12;Research Engineer;Belgium, Leuven;100-249;Manufacturing, Research;Manufacturing;1-5;Eclipse;25-36;Typically multiple software projects per research project. Each is rather small.;medium (between 100 and 999 elements);often;sometimes;often;often;often;often;sometimes;often;often;often;sometimes;sometimes;never;sometimes;often;sometimes;sometimes;never;never;sometimes;sometimes;sometimes;sometimes;never;sometimes;never;often;rarely;never;-;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably not useful;definitely useful;definitely useful;definitely useful;probably useful;probably not useful;probably not useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;definitely useful;definitely useful;probably useful;Version control;often;sometimes;often;sometimes;rarely;sometimes;often;sometimes;sometimes;never;never;sometimes;never;never;never;never;never;never;never;never;often;never;never;never;never;never;never;No;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;probably useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;;often;often;often;never;often;never;often;often;never;never;never;never;sometimes;often;never;never;rarely;rarely;rarely;never;never;often;never;rarely;always;Issues, etc. but these are best handles by an issue tracker/devops tool;definitely useful;definitely useful;definitely useful;probably not useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;neutral;I don't know.;I don't know.;definitely useful;definitely useful;I don't know.;definitely useful;definitely useful;I don't know.;definitely useful;definitely useful;probably useful;definitely useful;I don't know.;definitely useful;definitely useful;
2021-06-08 10:58:31.623;Technical (STEM);27;Chief Scientist;Pune, India;500+;IT Consultancy;BFSI;100+;Homegrown MDSD platform;25-36;Several million lines of code;large (1000 elements and more);always;rarely;always;always;rarely;rarely;always;always;always;always;sometimes;rarely;sometimes;always;always;sometimes;always;sometimes;sometimes;always;always;sometimes;rarely;never;always;rarely;always;always;never;;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;probably useful;probably useful;neutral;definitely useful;probably useful;definitely useful;definitely useful;neutral;;always;always;sometimes;always;sometimes;often;always;often;always;always;always;always;always;always;always;always;always;always;always;often;always;often;always;always;never;often;often;;definitely useful;definitely useful;probably useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;neutral;definitely useful;definitely useful;;always;always;always;sometimes;always;always;always;always;sometimes;often;often;sometimes;always;always;always;always;often;always;often;often;often;always;often;sometimes;sometimes;;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;probably useful;probably useful;probably useful;probably useful;definitely useful;probably useful;probably useful;neutral;
2021-06-08 11:20:17.916;Technical (STEM);27;architect;NL;1-9;industry;embedded software;5;enterprise architect;25-36;20 Mloc;medium (between 100 and 999 elements);often;rarely;always;often;often;rarely;often;sometimes;often;always;sometimes;I don't know.;sometimes;sometimes;sometimes;I don't know.;I don't know.;I don't know.;always;always;sometimes;never;never;never;sometimes;rarely;always;never;never;"running consistency checks before model check-in
";definitely useful;probably not useful;definitely useful;neutral;definitely useful;I don't know.;definitely useful;definitely useful;definitely useful;definitely useful;probably not useful;I don't know.;definitely useful;neutral;probably useful;I don't know.;I don't know.;probably useful;definitely useful;definitely useful;definitely useful;definitely useful;I don't know.;I don't know.;definitely useful;neutral;neutral;neutral;probably not useful;consistency checks in order to keep models verifiable and meaningfull;never;sometimes;never;rarely;never;I don't know.;always;I don't know.;I don't know.;I don't know.;sometimes;rarely;sometimes;never;I don't know.;rarely;sometimes;I don't know.;I don't know.;rarely;often;I don't know.;I don't know.;never;I don't know.;I don't know.;I don't know.;"I have no clue what ""network architecture & robustness"" mean in this context";probably useful;probably useful;neutral;I don't know.;I don't know.;definitely useful;definitely useful;neutral;probably not useful;probably not useful;definitely useful;neutral;probably useful;probably useful;probably useful;definitely useful;probably useful;definitely useful;probably useful;neutral;definitely useful;definitely useful;I don't know.;definitely useful;I don't know.;I don't know.;I don't know.;;never;never;never;never;always;often;often;always;sometimes;sometimes;I don't know.;sometimes;always;always;always;often;I don't know.;sometimes;sometimes;rarely;never;I don't know.;never;never;always;;neutral;I don't know.;I don't know.;I don't know.;definitely useful;definitely useful;definitely useful;probably useful;definitely useful;probably useful;I don't know.;neutral;definitely useful;definitely useful;definitely useful;definitely useful;probably useful;neutral;I don't know.;probably useful;I don't know.;I don't know.;definitely not useful;neutral;probably useful;
2021-06-08 13:56:44.651;Technical (STEM);3;Requirements engineer;;1-9;Information Technology;Education;5;Eclipse;4-12;;small (less than 100 elements);often;sometimes;sometimes;always;sometimes;sometimes;often;sometimes;sometimes;often;sometimes;sometimes;often;sometimes;sometimes;sometimes;sometimes;sometimes;often;often;sometimes;sometimes;sometimes;often;sometimes;sometimes;often;often;often;;probably useful;neutral;probably useful;probably useful;probably useful;probably useful;definitely useful;definitely useful;probably useful;definitely useful;probably useful;probably useful;probably useful;definitely useful;probably useful;probably useful;probably useful;probably useful;definitely useful;definitely useful;probably useful;probably useful;neutral;neutral;neutral;probably useful;neutral;neutral;neutral;;often;sometimes;sometimes;often;sometimes;often;sometimes;sometimes;sometimes;sometimes;sometimes;sometimes;sometimes;sometimes;sometimes;sometimes;often;sometimes;sometimes;often;often;sometimes;sometimes;sometimes;sometimes;often;sometimes;;probably useful;neutral;neutral;probably useful;neutral;definitely useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;definitely useful;probably useful;definitely useful;probably useful;probably useful;definitely useful;probably useful;probably useful;neutral;probably useful;probably useful;probably useful;neutral;neutral;neutral;;always;often;often;sometimes;often;sometimes;often;always;often;often;often;sometimes;sometimes;sometimes;sometimes;often;often;sometimes;often;sometimes;sometimes;sometimes;sometimes;often;sometimes;;definitely useful;definitely useful;definitely useful;neutral;definitely useful;neutral;probably useful;definitely useful;neutral;probably useful;probably useful;neutral;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;probably useful;neutral;
